action,month,day,hour,count,sum,avg,std,step
CASH_OUT,0,15,4,7,33153622.01,4736231.72,1486909.33,364
TRANSFER,0,15,5,15,70736013.21,4715734.21,664282.19,365
CASH_OUT,0,15,5,15,70736013.21,4715734.21,664282.19,365
TRANSFER,0,15,6,9,33561580.14,3729064.46,324603.11,366
CASH_OUT,0,15,6,9,33561580.14,3729064.46,324603.11,366
TRANSFER,0,15,7,17,64711921.43,3806583.61,503059.13,367
CASH_OUT,0,15,7,16,64711911.43,4044494.46,468519.68,367
TRANSFER,0,15,8,6,33365710.91,5560951.82,1150732.93,368
CASH_OUT,0,15,8,6,33365710.91,5560951.82,1150732.93,368
TRANSFER,0,15,9,9,57001123.01,6333458.11,1096259.41,369
CASH_OUT,0,15,9,9,57001123.01,6333458.11,1096259.41,369
TRANSFER,0,15,10,11,42904224.97,3900384.09,1011272.27,370
CASH_OUT,0,15,10,11,42904224.97,3900384.09,1011272.27,370
TRANSFER,0,15,11,13,50683936.21,3898764.32,886381.58,371
CASH_OUT,0,15,11,13,50683936.21,3898764.32,886381.58,371
CASH_IN,0,15,12,184,31272648.41,169960.05,6640.64,372
PAYMENT,0,15,12,92,952608.51,10354.44,562.91,372
DEBIT,0,15,12,19,105714.85,5563.94,1249.95,372
TRANSFER,0,15,12,29,29680321.34,1023459.36,291673.70,372
CASH_OUT,0,15,12,135,38464290.62,284920.67,68478.37,372
CASH_IN,0,15,13,332,47057720.28,141740.12,4569.62,373
PAYMENT,0,15,13,208,1994220.66,9587.60,334.96,373
DEBIT,0,15,13,53,287285.81,5420.49,515.82,373
TRANSFER,0,15,13,51,51345024.37,1006765.18,248492.66,373
CASH_OUT,0,15,13,270,64911591.84,240413.30,49795.60,373
CASH_IN,0,15,14,278,41818027.35,150424.56,4828.51,374
PAYMENT,0,15,14,144,1370733.34,9518.98,399.40,374
DEBIT,0,15,14,47,236908.66,5040.61,590.44,374
TRANSFER,0,15,14,59,112554741.14,1907707.48,411353.61,374
CASH_OUT,0,15,14,239,126517640.31,529362.51,112335.74,374
CASH_IN,0,15,15,1241,197283617.22,158971.49,2473.96,375
PAYMENT,0,15,15,898,7553421.55,8411.38,148.83,375
DEBIT,0,15,15,191,855449.50,4478.79,248.49,375
TRANSFER,0,15,15,264,151239450.75,572876.71,75580.58,375
CASH_OUT,0,15,15,1173,221917246.09,189187.76,17611.03,375
CASH_IN,0,15,16,608,89431502.91,147091.29,3359.41,376
PAYMENT,0,15,16,418,4742263.73,11345.13,296.79,376
DEBIT,0,15,16,98,558316.30,5697.11,398.28,376
TRANSFER,0,15,16,152,383453383.84,2522719.63,125159.14,376
CASH_OUT,0,15,16,518,140572207.47,271374.92,39276.62,376
TRANSFER,0,15,17,5,33925860.44,6785172.09,2717559.24,377
CASH_OUT,0,15,17,5,33925860.44,6785172.09,2717559.24,377
TRANSFER,0,15,18,11,57494307.20,5226755.20,864662.29,378
CASH_OUT,0,15,18,11,57494307.20,5226755.20,864662.29,378
CASH_IN,0,15,19,555,72866958.99,131291.82,3136.26,379
PAYMENT,0,15,19,372,2501797.28,6725.26,183.58,379
DEBIT,0,15,19,90,359078.88,3989.77,325.04,379
TRANSFER,0,15,19,112,57077113.74,509617.09,101600.34,379
CASH_OUT,0,15,19,560,85863709.56,153328.05,21130.02,379
CASH_IN,0,15,20,5149,630781043.76,122505.54,994.14,380
PAYMENT,0,15,20,4529,26562444.15,5864.97,44.95,380
DEBIT,0,15,20,776,4466337.84,5755.59,142.20,380
TRANSFER,0,15,20,896,242557044.09,270710.99,15587.96,380
CASH_OUT,0,15,20,4361,491674848.52,112743.60,3275.15,380
CASH_IN,0,15,21,3443,383490617.51,111382.69,1123.68,381
PAYMENT,0,15,21,4353,21788239.50,5005.34,38.52,381
DEBIT,0,15,21,551,3647448.63,6619.69,179.86,381
TRANSFER,0,15,21,651,151236340.33,232313.89,21461.84,381
CASH_OUT,0,15,21,2257,248270979.31,110000.43,6281.07,381
CASH_IN,0,15,22,2451,290241846.56,118417.73,1400.53,382
PAYMENT,0,15,22,4082,21284125.28,5214.14,41.89,382
DEBIT,0,15,22,429,1753541.46,4087.51,164.86,382
TRANSFER,0,15,22,491,109332672.14,222673.47,27349.19,382
CASH_OUT,0,15,22,1145,138651046.23,121092.62,11870.87,382
CASH_IN,0,15,23,1540,188642264.77,122494.98,1802.76,383
PAYMENT,0,15,23,3200,13231528.15,4134.85,35.68,383
DEBIT,0,15,23,346,1473152.36,4257.67,195.13,383
TRANSFER,0,15,23,266,80773977.09,303661.57,58173.42,383
CASH_OUT,0,15,23,397,91838963.72,231332.40,39166.89,383
CASH_IN,0,16,0,766,95130404.79,124191.13,2563.40,384
PAYMENT,0,16,0,1677,7738865.94,4614.71,58.63,384
DEBIT,0,16,0,226,887819.35,3928.40,209.21,384
TRANSFER,0,16,0,139,40214817.46,289315.23,81605.55,384
CASH_OUT,0,16,0,172,30662582.72,178270.83,66252.64,384
CASH_IN,0,16,1,248,35215072.52,141996.26,4692.03,385
PAYMENT,0,16,1,569,1712559.25,3009.77,62.46,385
DEBIT,0,16,1,89,284947.00,3201.65,242.47,385
TRANSFER,0,16,1,47,49436862.83,1051848.15,407306.32,385
CASH_OUT,0,16,1,37,44869558.84,1212690.78,517541.85,385
CASH_IN,0,16,2,50,4357233.81,87144.68,9822.50,386
PAYMENT,0,16,2,98,484854.41,4947.49,250.96,386
DEBIT,0,16,2,31,99709.52,3216.44,407.87,386
TRANSFER,0,16,2,18,22210897.60,1233938.76,388868.59,386
CASH_OUT,0,16,2,13,21168706.27,1628362.02,502783.31,386
TRANSFER,0,16,3,15,59045895.09,3936393.01,612664.85,387
CASH_OUT,0,16,3,15,59045895.09,3936393.01,612664.85,387
TRANSFER,0,16,4,10,44098847.89,4409884.79,603987.16,388
CASH_OUT,0,16,4,10,44098847.89,4409884.79,603987.16,388
TRANSFER,0,16,5,6,30289374.80,5048229.13,1810875.48,389
CASH_OUT,0,16,5,6,30289374.80,5048229.13,1810875.48,389
TRANSFER,0,16,6,9,49184416.00,5464935.11,1295894.32,390
CASH_OUT,0,16,6,9,49184416.00,5464935.11,1295894.32,390
TRANSFER,0,16,7,5,16455904.32,3291180.86,369033.74,391
CASH_OUT,0,16,7,5,16455904.32,3291180.86,369033.74,391
TRANSFER,0,16,8,8,38574492.12,4821811.52,1420925.18,392
CASH_OUT,0,16,8,8,38574492.12,4821811.52,1420925.18,392
TRANSFER,0,16,9,11,55595653.01,5054150.27,999487.55,393
CASH_OUT,0,16,9,11,55595653.01,5054150.27,999487.55,393
CASH_IN,0,16,10,1236,180417274.14,145968.67,2286.39,394
PAYMENT,0,16,10,871,13122161.33,15065.63,277.04,394
DEBIT,0,16,10,209,1093170.95,5230.48,258.15,394
TRANSFER,0,16,10,283,361691806.87,1278062.92,57428.99,394
CASH_OUT,0,16,10,1152,204966085.64,177921.95,12999.04,394
TRANSFER,0,16,11,12,51967598.90,4330633.24,444212.39,395
CASH_OUT,0,16,11,12,51967598.90,4330633.24,444212.39,395
CASH_IN,0,16,12,654,101137638.03,154644.71,3336.87,396
PAYMENT,0,16,12,430,5411304.48,12584.43,315.48,396
DEBIT,0,16,12,102,505469.80,4955.59,379.51,396
TRANSFER,0,16,12,134,99035116.63,739068.03,77694.41,396
CASH_OUT,0,16,12,603,110385615.16,183060.72,18264.34,396
CASH_IN,0,16,13,906,145811625.18,160939.98,2933.70,397
PAYMENT,0,16,13,648,10051792.07,15512.02,332.53,397
DEBIT,0,16,13,151,710911.04,4708.02,272.85,397
TRANSFER,0,16,13,183,141157785.93,771354.02,45163.83,397
CASH_OUT,0,16,13,834,129880235.76,155731.70,9093.63,397
TRANSFER,0,16,14,9,34621835.55,3846870.62,438309.06,398
CASH_OUT,0,16,14,9,34621835.55,3846870.62,438309.06,398
TRANSFER,0,16,15,10,32983538.66,3298353.87,631649.13,399
CASH_OUT,0,16,15,10,32983538.66,3298353.87,631649.13,399
TRANSFER,0,16,16,14,78277078.85,5591219.92,696310.61,400
CASH_OUT,0,16,16,14,78277078.85,5591219.92,696310.61,400
TRANSFER,0,16,17,18,79164238.00,4398013.22,535831.69,401
CASH_OUT,0,16,17,18,79164238.00,4398013.22,535831.69,401
TRANSFER,0,16,18,5,26749156.39,5349831.28,1136142.20,402
CASH_OUT,0,16,18,5,26749156.39,5349831.28,1136142.20,402
CASH_IN,0,16,19,1743,244156336.81,140078.22,1839.09,403
PAYMENT,0,16,19,1175,8793240.03,7483.61,115.43,403
DEBIT,0,16,19,263,924677.49,3515.88,186.87,403
TRANSFER,0,16,19,280,158469163.73,565961.30,59509.13,403
CASH_OUT,0,16,19,1682,239615099.48,142458.44,10380.06,403
CASH_IN,0,16,20,4415,556283606.76,125998.55,1089.00,404
PAYMENT,0,16,20,4161,26322502.26,6326.00,49.76,404
DEBIT,0,16,20,800,3269245.39,4086.56,123.36,404
TRANSFER,0,16,20,797,242720907.06,304543.17,19870.97,404
CASH_OUT,0,16,20,4030,423145510.66,104998.89,3986.02,404
CASH_IN,0,16,21,3431,428616399.41,124924.63,1251.65,405
PAYMENT,0,16,21,4389,26719997.17,6087.95,46.56,405
DEBIT,0,16,21,650,2701679.68,4156.43,136.59,405
TRANSFER,0,16,21,661,165521908.55,250411.36,24972.77,405
CASH_OUT,0,16,21,2414,275781212.76,114242.42,6934.28,405
CASH_IN,0,16,22,2511,293348845.99,116825.51,1383.65,406
PAYMENT,0,16,22,4090,30850119.43,7542.82,63.39,406
DEBIT,0,16,22,519,2115249.90,4075.63,143.17,406
TRANSFER,0,16,22,531,124513589.51,234488.87,18620.45,406
CASH_OUT,0,16,22,1166,146085710.94,125287.92,8532.91,406
CASH_IN,0,16,23,1567,219817933.56,140279.47,1950.90,407
PAYMENT,0,16,23,3289,20073714.01,6103.29,53.22,407
DEBIT,0,16,23,417,1506915.99,3613.71,148.94,407
TRANSFER,0,16,23,303,113049873.70,373101.89,62628.20,407
CASH_OUT,0,16,23,513,93140490.96,181560.41,37592.78,407
CASH_IN,0,17,0,1507,164087547.04,108883.57,1704.38,408
PAYMENT,0,17,0,3357,13665438.38,4070.73,33.93,408
DEBIT,0,17,0,504,1729939.71,3432.42,113.90,408
TRANSFER,0,17,0,301,120571923.44,400571.17,48539.96,408
CASH_OUT,0,17,0,336,95224591.89,283406.52,43908.80,408
CASH_IN,0,17,1,30,5338014.19,177933.81,16231.24,409
PAYMENT,0,17,1,74,196162.18,2650.84,172.71,409
DEBIT,0,17,1,25,62757.51,2510.30,413.80,409
TRANSFER,0,17,1,17,52775406.12,3104435.65,1076609.04,409
CASH_OUT,0,17,1,14,52348525.75,3739180.41,1251698.36,409
TRANSFER,0,17,2,16,69954270.99,4372141.94,369717.91,410
CASH_OUT,0,17,2,16,69954270.99,4372141.94,369717.91,410
TRANSFER,0,17,3,13,49966423.34,3843571.03,509639.41,411
CASH_OUT,0,17,3,13,49966423.34,3843571.03,509639.41,411
TRANSFER,0,17,4,8,50851120.23,6356390.03,1416249.41,412
CASH_OUT,0,17,4,8,50851120.23,6356390.03,1416249.41,412
CASH_IN,0,17,5,14,1718362.42,122740.17,34255.76,413
PAYMENT,0,17,5,39,72654.31,1862.93,136.16,413
DEBIT,0,17,5,9,39086.93,4342.99,1283.44,413
TRANSFER,0,17,5,6,28519953.95,4753325.66,2116158.05,413
CASH_OUT,0,17,5,4,28416231.06,7104057.76,2251956.62,413
TRANSFER,0,17,6,7,39457906.63,5636843.80,1352871.18,414
CASH_OUT,0,17,6,7,39457906.63,5636843.80,1352871.18,414
TRANSFER,0,17,7,7,29206930.25,4172418.61,1425744.18,415
CASH_OUT,0,17,7,6,29206920.25,4867820.04,1454212.92,415
CASH_IN,0,17,8,473,63467090.05,134179.89,3498.41,416
PAYMENT,0,17,8,586,2512256.75,4287.13,84.60,416
DEBIT,0,17,8,111,475948.58,4287.83,331.52,416
TRANSFER,0,17,8,111,70356415.08,633841.58,131966.01,416
CASH_OUT,0,17,8,273,71469761.34,261794.00,55736.14,416
TRANSFER,0,17,9,16,73967262.89,4622953.93,483543.21,417
CASH_OUT,0,17,9,16,73967262.89,4622953.93,483543.21,417
TRANSFER,0,17,10,9,32070259.92,3563362.21,523753.43,418
CASH_OUT,0,17,10,9,32070259.92,3563362.21,523753.43,418
CASH_IN,0,17,11,295,43068126.40,145993.65,4685.42,419
PAYMENT,0,17,11,229,8760246.15,38254.35,1362.29,419
DEBIT,0,17,11,52,205861.83,3958.88,487.24,419
TRANSFER,0,17,11,73,68543869.02,938957.11,245041.56,419
CASH_OUT,0,17,11,280,84865864.57,303092.37,66946.58,419
CASH_IN,0,17,12,632,83716198.46,132462.34,3057.48,420
PAYMENT,0,17,12,416,2398447.25,5765.50,152.81,420
DEBIT,0,17,12,101,368466.69,3648.19,330.87,420
TRANSFER,0,17,12,131,126188332.53,963269.71,169634.17,420
CASH_OUT,0,17,12,641,153917966.67,240121.63,36440.01,420
TRANSFER,0,17,13,10,47316816.02,4731681.60,840479.27,421
CASH_OUT,0,17,13,10,47316816.02,4731681.60,840479.27,421
CASH_IN,0,17,14,296,48692874.65,164502.95,5184.08,422
PAYMENT,0,17,14,192,4459814.36,23228.20,895.69,422
DEBIT,0,17,14,62,291355.70,4699.29,420.77,422
TRANSFER,0,17,14,66,75333711.16,1141419.87,169845.00,422
CASH_OUT,0,17,14,281,72954485.56,259624.50,44960.40,422
CASH_IN,0,17,15,189,28109438.63,148727.19,6428.22,423
PAYMENT,0,17,15,109,718603.55,6592.69,317.80,423
DEBIT,0,17,15,34,142475.16,4190.45,615.68,423
TRANSFER,0,17,15,53,67320127.17,1270191.08,256674.84,423
CASH_OUT,0,17,15,173,81993220.95,473949.25,87349.12,423
TRANSFER,0,17,16,9,45848620.92,5094291.21,853123.99,424
CASH_OUT,0,17,16,9,45848620.92,5094291.21,853123.99,424
TRANSFER,0,17,17,5,20807395.60,4161479.12,640379.31,425
CASH_OUT,0,17,17,5,20807395.60,4161479.12,640379.31,425
CASH_IN,0,17,18,1240,173805258.38,140165.53,2204.94,426
PAYMENT,0,17,18,876,5855187.46,6684.00,117.24,426
DEBIT,0,17,18,269,1099714.01,4088.16,209.77,426
TRANSFER,0,17,18,251,98289760.29,391592.67,70950.43,426
CASH_OUT,0,17,18,1382,217946969.92,157704.03,13150.18,426
TRANSFER,0,17,19,9,50376928.89,5597436.54,1268054.20,427
CASH_OUT,0,17,19,9,50376928.89,5597436.54,1268054.20,427
CASH_IN,0,17,20,696,76494782.96,109906.30,2479.90,428
PAYMENT,0,17,20,601,1973721.32,3284.06,64.90,428
DEBIT,0,17,20,120,615406.98,5128.39,369.32,428
TRANSFER,0,17,20,137,117796585.86,859829.09,174886.52,428
CASH_OUT,0,17,20,646,154540658.76,239227.03,38958.83,428
CASH_IN,0,17,21,531,57173680.43,107671.71,2786.25,429
PAYMENT,0,17,21,628,2067656.37,3292.45,61.03,429
DEBIT,0,17,21,97,468755.05,4832.53,379.46,429
TRANSFER,0,17,21,83,48687719.69,586599.03,137242.03,429
CASH_OUT,0,17,21,367,65823273.92,179354.97,32763.08,429
TRANSFER,0,17,22,8,31415100.05,3926887.51,890319.99,430
CASH_OUT,0,17,22,8,31415100.05,3926887.51,890319.99,430
CASH_IN,0,17,23,314,29373317.07,93545.60,3299.26,431
PAYMENT,0,17,23,760,3513047.27,4622.43,88.76,431
DEBIT,0,17,23,71,225267.47,3172.78,340.10,431
TRANSFER,0,17,23,65,31840200.71,489849.24,155242.79,431
CASH_OUT,0,17,23,116,34127388.35,294201.62,88711.39,431
TRANSFER,0,18,0,9,47514610.36,5279401.15,1217190.85,432
CASH_OUT,0,18,0,9,47514610.36,5279401.15,1217190.85,432
TRANSFER,0,18,1,7,29250445.87,4178635.12,1029268.24,433
CASH_OUT,0,18,1,6,29250425.87,4875070.98,843022.90,433
TRANSFER,0,18,2,12,46044604.68,3837050.39,402245.95,434
CASH_OUT,0,18,2,12,46044604.68,3837050.39,402245.95,434
TRANSFER,0,18,3,15,70664722.61,4710981.51,706009.45,435
CASH_OUT,0,18,3,15,70664722.61,4710981.51,706009.45,435
CASH_IN,0,18,4,2,263314.20,131657.10,59510.86,436
PAYMENT,0,18,4,20,32910.09,1645.50,134.29,436
DEBIT,0,18,4,5,26340.95,5268.19,1663.87,436
TRANSFER,0,18,4,14,57361412.55,4097243.75,362957.68,436
CASH_OUT,0,18,4,14,57361412.55,4097243.75,362957.68,436
TRANSFER,0,18,5,2,4523474.22,2261737.11,1394205.10,437
CASH_OUT,0,18,5,2,4523474.22,2261737.11,1394205.10,437
TRANSFER,0,18,6,13,52401465.26,4030881.94,455465.16,438
CASH_OUT,0,18,6,13,52401465.26,4030881.94,455465.16,438
CASH_IN,0,18,7,134,17203021.07,128380.75,6660.21,439
PAYMENT,0,18,7,356,1033697.48,2903.64,73.73,439
DEBIT,0,18,7,29,96972.14,3343.87,665.02,439
TRANSFER,0,18,7,26,43933308.91,1689742.65,506902.38,439
CASH_OUT,0,18,7,17,41141778.88,2420104.64,723857.47,439
TRANSFER,0,18,8,6,23302537.13,3883756.19,366957.90,440
CASH_OUT,0,18,8,6,23302537.13,3883756.19,366957.90,440
TRANSFER,0,18,9,6,28147837.70,4691306.28,1188901.81,441
CASH_OUT,0,18,9,6,28147837.70,4691306.28,1188901.81,441
CASH_IN,0,18,10,272,32679117.91,120143.82,3937.95,442
PAYMENT,0,18,10,254,948784.77,3735.37,117.14,442
DEBIT,0,18,10,36,253525.80,7042.38,810.77,442
TRANSFER,0,18,10,60,62253158.07,1037552.63,231552.99,442
CASH_OUT,0,18,10,260,80837401.90,310913.08,58244.58,442
TRANSFER,0,18,11,9,42457013.75,4717445.97,975381.88,443
CASH_OUT,0,18,11,9,42457013.75,4717445.97,975381.88,443
TRANSFER,0,18,12,12,61722785.20,5143565.43,763458.74,444
CASH_OUT,0,18,12,12,61722785.20,5143565.43,763458.74,444
CASH_IN,0,18,13,1,176271.17,176271.17,0.00,445
TRANSFER,0,18,13,6,24804810.61,4134135.10,598527.14,445
CASH_OUT,0,18,13,6,24804810.61,4134135.10,598527.14,445
TRANSFER,0,18,14,13,49886547.89,3837426.76,576859.75,446
CASH_OUT,0,18,14,13,49886547.89,3837426.76,576859.75,446
TRANSFER,0,18,15,9,40604601.89,4511622.43,735700.39,447
CASH_OUT,0,18,15,9,40604601.89,4511622.43,735700.39,447
CASH_IN,0,18,16,586,63295253.67,108012.38,2611.25,448
PAYMENT,0,18,16,472,4393604.55,9308.48,234.74,448
DEBIT,0,18,16,79,264057.73,3342.50,349.78,448
TRANSFER,0,18,16,110,64712655.70,588296.87,141934.96,448
CASH_OUT,0,18,16,567,102396955.09,180594.28,28499.94,448
CASH_IN,0,18,17,282,37981669.06,134686.77,4631.65,449
PAYMENT,0,18,17,212,1242607.73,5861.36,206.46,449
DEBIT,0,18,17,56,215723.99,3852.21,400.92,449
TRANSFER,0,18,17,46,29412005.15,639391.42,217198.54,449
CASH_OUT,0,18,17,244,45981811.98,188450.05,42446.40,449
TRANSFER,0,18,18,12,37834303.28,3152858.61,126421.23,450
CASH_OUT,0,18,18,12,37834303.28,3152858.61,126421.23,450
CASH_IN,0,18,19,909,106730208.05,117414.97,2276.18,451
PAYMENT,0,18,19,776,3310705.42,4266.37,74.17,451
DEBIT,0,18,19,132,408139.44,3091.97,244.18,451
TRANSFER,0,18,19,156,84458748.34,541402.23,118439.21,451
CASH_OUT,0,18,19,953,150596456.90,158023.56,20034.31,451
CASH_IN,0,18,20,17,2029697.98,119394.00,21018.99,452
PAYMENT,0,18,20,13,60773.26,4674.87,545.69,452
DEBIT,0,18,20,8,28383.30,3547.91,821.20,452
TRANSFER,0,18,20,4,20868890.59,5217222.65,1411294.74,452
CASH_OUT,0,18,20,16,22406452.45,1400403.28,652036.34,452
PAYMENT,0,18,21,1,7186.12,7186.12,0.00,453
TRANSFER,0,18,21,11,53155704.56,4832336.78,1054847.07,453
CASH_OUT,0,18,21,11,53155704.56,4832336.78,1054847.07,453
PAYMENT,0,18,22,2,7892.18,3946.09,2560.11,454
DEBIT,0,18,22,1,10657.77,10657.77,0.00,454
TRANSFER,0,18,22,11,52303678.82,4754879.89,878082.92,454
CASH_OUT,0,18,22,11,52303678.82,4754879.89,878082.92,454
CASH_IN,0,18,23,143,15388141.67,107609.38,4884.56,455
PAYMENT,0,18,23,314,2422573.67,7715.20,221.87,455
DEBIT,0,18,23,33,139795.19,4236.22,764.74,455
TRANSFER,0,18,23,19,32876945.43,1730365.55,738763.14,455
CASH_OUT,0,18,23,35,32797974.42,937084.98,418876.63,455
TRANSFER,0,19,0,11,57332423.59,5212038.51,1336563.15,456
CASH_OUT,0,19,0,10,57332403.59,5733240.36,1355184.17,456
TRANSFER,0,19,1,11,49387892.08,4489808.37,602039.96,457
CASH_OUT,0,19,1,11,49387892.08,4489808.37,602039.96,457
CASH_IN,0,19,2,32,2446731.30,76460.35,11091.07,458
PAYMENT,0,19,2,55,138804.90,2523.73,132.87,458
DEBIT,0,19,2,15,25994.96,1733.00,289.74,458
TRANSFER,0,19,2,10,28293215.10,2829321.51,721045.06,458
CASH_OUT,0,19,2,8,27948419.87,3493552.48,706157.56,458
TRANSFER,0,19,3,7,29385816.13,4197973.73,971124.96,459
CASH_OUT,0,19,3,7,29385816.13,4197973.73,971124.96,459
PAYMENT,0,19,4,1,2226.96,2226.96,0.00,460
DEBIT,0,19,4,1,10134.33,10134.33,0.00,460
TRANSFER,0,19,4,10,50424650.35,5042465.03,788304.71,460
CASH_OUT,0,19,4,10,50424650.35,5042465.03,788304.71,460
TRANSFER,0,19,5,8,35684936.22,4460617.03,564243.33,461
CASH_OUT,0,19,5,8,35684936.22,4460617.03,564243.33,461
TRANSFER,0,19,6,13,73336668.28,5641282.18,1016475.15,462
CASH_OUT,0,19,6,13,73336668.28,5641282.18,1016475.15,462
TRANSFER,0,19,7,10,42702561.43,4270256.14,328194.88,463
CASH_OUT,0,19,7,10,42702561.43,4270256.14,328194.88,463
TRANSFER,0,19,8,7,27791907.43,3970272.49,902226.30,464
CASH_OUT,0,19,8,7,27791907.43,3970272.49,902226.30,464
TRANSFER,0,19,9,20,95625801.67,4781290.08,788261.76,465
CASH_OUT,0,19,9,20,95625801.67,4781290.08,788261.76,465
CASH_IN,0,19,10,248,37082058.53,149524.43,5238.39,466
PAYMENT,0,19,10,155,1700626.28,10971.78,502.92,466
DEBIT,0,19,10,34,143327.56,4215.52,499.58,466
TRANSFER,0,19,10,55,67788017.13,1232509.40,210152.08,466
CASH_OUT,0,19,10,171,56779731.73,332045.21,76011.33,466
TRANSFER,0,19,11,12,66744452.67,5562037.72,769761.66,467
CASH_OUT,0,19,11,12,66744452.67,5562037.72,769761.66,467
TRANSFER,0,19,12,8,30606374.28,3825796.79,225859.60,468
CASH_OUT,0,19,12,8,30606374.28,3825796.79,225859.60,468
CASH_IN,0,19,13,1579,248086045.58,157115.93,2200.33,469
PAYMENT,0,19,13,1091,9672394.16,8865.62,141.25,469
DEBIT,0,19,13,284,1298546.79,4572.35,191.79,469
TRANSFER,0,19,13,347,173313808.13,499463.42,41006.00,469
CASH_OUT,0,19,13,1531,244842204.53,159923.06,9442.86,469
TRANSFER,0,19,14,10,54302138.55,5430213.86,846203.10,470
CASH_OUT,0,19,14,10,54302138.55,5430213.86,846203.10,470
CASH_IN,0,19,15,654,97221132.27,148656.17,3231.31,471
PAYMENT,0,19,15,409,4578565.68,11194.54,298.42,471
DEBIT,0,19,15,131,490632.94,3745.29,301.83,471
TRANSFER,0,19,15,149,108083919.83,725395.44,134171.26,471
CASH_OUT,0,19,15,637,139287824.63,218662.21,32672.16,471
DEBIT,0,19,16,2,12375.64,6187.82,6542.45,472
TRANSFER,0,19,16,12,67973139.66,5664428.31,1262790.78,472
CASH_OUT,0,19,16,12,67973139.66,5664428.31,1262790.78,472
TRANSFER,0,19,17,8,34513004.74,4314125.59,1212213.99,473
CASH_OUT,0,19,17,8,34513004.74,4314125.59,1212213.99,473
CASH_IN,0,19,18,663,106717035.49,160960.84,3433.69,474
PAYMENT,0,19,18,406,2173190.00,5352.68,141.77,474
DEBIT,0,19,18,131,519914.56,3968.81,306.02,474
TRANSFER,0,19,18,125,108389063.84,867112.51,125402.84,474
CASH_OUT,0,19,18,720,151549110.47,210484.88,23490.04,474
TRANSFER,0,19,19,6,39066914.77,6511152.46,1337903.71,475
CASH_OUT,0,19,19,6,39066914.77,6511152.46,1337903.71,475
CASH_IN,0,19,20,944,132306751.18,140155.46,2585.45,476
PAYMENT,0,19,20,793,5438635.07,6858.30,127.19,476
DEBIT,0,19,20,165,666803.20,4041.23,249.78,476
TRANSFER,0,19,20,178,63279246.55,355501.39,56446.79,476
CASH_OUT,0,19,20,827,99919293.43,120821.39,12380.27,476
TRANSFER,0,19,21,16,59740283.72,3733767.73,455616.62,477
CASH_OUT,0,19,21,16,59740283.72,3733767.73,455616.62,477
CASH_IN,0,19,22,379,48575307.99,128167.04,3841.52,478
PAYMENT,0,19,22,742,4489858.82,6051.02,111.90,478
DEBIT,0,19,22,88,332522.05,3778.66,359.59,478
TRANSFER,0,19,22,81,47515569.99,586611.98,178597.56,478
CASH_OUT,0,19,22,159,49231700.94,309633.34,93001.45,478
CASH_IN,0,19,23,142,12415534.94,87433.34,4763.64,479
PAYMENT,0,19,23,299,1085734.50,3631.22,96.83,479
DEBIT,0,19,23,27,143632.64,5319.73,1180.76,479
TRANSFER,0,19,23,39,43127646.31,1105837.08,349861.38,479
CASH_OUT,0,19,23,42,41313394.25,983652.24,330277.65,479
TRANSFER,0,20,0,6,32056669.47,5342778.24,1598650.98,480
CASH_OUT,0,20,0,6,32056669.47,5342778.24,1598650.98,480
TRANSFER,0,20,1,7,28664006.65,4094858.09,1152608.37,481
CASH_OUT,0,20,1,7,28664006.65,4094858.09,1152608.37,481
TRANSFER,0,20,2,5,30378818.51,6075763.70,1608652.89,482
CASH_OUT,0,20,2,5,30378818.51,6075763.70,1608652.89,482
CASH_IN,0,20,3,10,828622.50,82862.25,15915.50,483
PAYMENT,0,20,3,15,39442.25,2629.48,310.84,483
DEBIT,0,20,3,8,26236.27,3279.53,1226.36,483
TRANSFER,0,20,3,17,63331042.65,3725355.45,906972.09,483
CASH_OUT,0,20,3,13,62781640.49,4829356.96,997308.73,483
TRANSFER,0,20,4,7,35674863.71,5096409.10,971095.08,484
CASH_OUT,0,20,4,7,35674863.71,5096409.10,971095.08,484
TRANSFER,0,20,5,9,33419861.62,3713317.96,519994.84,485
CASH_OUT,0,20,5,9,33419861.62,3713317.96,519994.84,485
TRANSFER,0,20,6,7,32499061.75,4642723.11,500707.75,486
CASH_OUT,0,20,6,7,32499061.75,4642723.11,500707.75,486
CASH_IN,0,20,7,145,23167605.94,159776.59,7060.42,487
PAYMENT,0,20,7,279,760631.96,2726.28,74.71,487
DEBIT,0,20,7,38,125780.23,3310.01,392.88,487
TRANSFER,0,20,7,43,40093866.70,932415.50,278588.20,487
CASH_OUT,0,20,7,31,38049472.98,1227402.35,375996.91,487
TRANSFER,0,20,8,10,37923366.23,3792336.62,974229.54,488
CASH_OUT,0,20,8,10,37923366.23,3792336.62,974229.54,488
TRANSFER,0,20,9,8,40472207.06,5059025.88,535426.56,489
CASH_OUT,0,20,9,8,40472207.06,5059025.88,535426.56,489
CASH_IN,0,20,10,975,145480641.13,149210.91,2742.98,490
PAYMENT,0,20,10,738,9118579.49,12355.80,234.40,490
DEBIT,0,20,10,79,7162926.64,90669.96,5395.75,490
TRANSFER,0,20,10,173,85700428.73,495378.20,43016.14,490
CASH_OUT,0,20,10,861,133731996.95,155321.72,9034.18,490
TRANSFER,0,20,11,11,60538933.26,5503539.39,1116647.05,491
